layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,warning,weak_rank_loss,xmax,xmin
71,Linear,0.031562266718210275,4096,11008,2.6875,6.4290081632995655,11.539567386859963,-1.0126100103949995,True,62.3,LAYER_TYPE.DENSE,11.613689579571458,4.3,1.795,_orig_mod.model.layers.4.mlp.down_proj,0,19920.0,4096,39,4096,1,0.8693370541819064,62.3,319.8,success,7.89453125,under-trained,0,62.3125,20.671875
77,Linear,0.03456470763100783,4096,4096,1.0,3.861828816456501,9.466006180962713,-0.9467099938454838,True,282.8,LAYER_TYPE.DENSE,9.501004600474944,4.15,2.451,_orig_mod.model.layers.5.self_attn.q_proj,0,14024.0,4096,52,4096,1,0.3968642515128591,282.8,49.6,success,16.8125,,5,282.75,32.25
78,Linear,0.01860642515182731,4096,4096,1.0,3.687780833031001,9.399519506065344,-0.9515319462759362,True,354.5,LAYER_TYPE.DENSE,9.416808477275362,4.156,2.549,_orig_mod.model.layers.5.self_attn.k_proj,0,14340.0,4096,66,4096,1,0.3308429501634589,354.5,40.44,success,18.828125,,5,354.5,25.671875
79,Linear,0.041613597305375394,4096,4096,1.0,4.176470001956506,4.76378609598164,-0.9852856132891028,True,13.83,LAYER_TYPE.DENSE,5.824947984716467,3.674,1.141,_orig_mod.model.layers.5.self_attn.v_proj,0,4720.0,4096,266,4096,1,0.19476187188934205,13.83,341.2,success,3.71875,,4,13.828125,3.7265625
80,Linear,0.037282704828270175,4096,4096,1.0,3.735038827208634,6.7515203800421695,-0.9804636608586504,True,64.25,LAYER_TYPE.DENSE,6.7746285851388475,3.672,1.808,_orig_mod.model.layers.5.self_attn.o_proj,0,4700.0,4096,296,4096,1,0.1589709027678342,64.25,73.1,success,8.015625,,3,64.25,3.501953125
83,Linear,0.02038873091986626,4096,11008,2.6875,3.378962280973743,8.038234488722694,-1.0045734230109122,True,239.2,LAYER_TYPE.DENSE,8.18339074477537,4.402,2.379,_orig_mod.model.layers.5.mlp.gate_proj,0,25340.0,4096,801,4096,1,0.08405649914824206,239.2,105.94,success,15.46875,,0,239.25,8.96875
84,Linear,0.023810448542659013,4096,11008,2.6875,5.617437100331765,8.546842775700087,-1.0182356215638608,True,33.25,LAYER_TYPE.DENSE,9.29818671392977,4.3,1.521,_orig_mod.model.layers.5.mlp.up_proj,0,19980.0,4096,268,4096,1,0.2820548624488604,33.25,601.0,success,5.765625,,0,33.25,10.96875
85,Linear,0.03701962912080636,4096,11008,2.6875,6.723053059737711,11.791604780555595,-1.0110026929181821,True,56.78,LAYER_TYPE.DENSE,11.92577170037688,4.293,1.754,_orig_mod.model.layers.5.mlp.down_proj,0,19570.0,4096,36,4096,1,0.9538421766229518,56.78,344.5,success,7.53515625,under-trained,0,56.78125,21.359375
91,Linear,0.037711076686250844,4096,4096,1.0,2.815657539438237,6.81917060332698,-0.9507282875375275,True,264.0,LAYER_TYPE.DENSE,7.02935095538746,4.156,2.422,_orig_mod.model.layers.6.self_attn.q_proj,0,14330.0,4096,322,4096,1,0.10118263882271039,264.0,54.28,success,16.25,,5,264.0,10.859375
92,Linear,0.030393249510498432,4096,4096,1.0,3.1774623868502765,8.098805497733615,-0.9531392637527536,True,353.2,LAYER_TYPE.DENSE,8.145235135305695,4.176,2.549,_orig_mod.model.layers.6.self_attn.k_proj,0,15060.0,4096,201,4096,1,0.15358635482618416,353.2,42.62,success,18.796875,,4,353.25,15.3359375
