layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,warning,weak_rank_loss,xmax,xmin
204,Linear,0.02818584785781486,4096,4096,1.0,3.293257629131831,1.3909510982417157,-0.9314404778157179,True,2.645,LAYER_TYPE.DENSE,1.4157304930243528,1.789,0.4224,_orig_mod.model.layers.14.self_attn.k_proj,0,61.6,4096,96,4096,1,0.23405462667157043,2.645,23.3,success,1.6259765625,,50,2.64453125,0.0999755859375
205,Linear,0.03381243647535631,4096,4096,1.0,4.997545296572881,-3.369926784456615,-0.9635868273520671,True,0.2118,LAYER_TYPE.DENSE,-2.967916444466617,1.565,-0.6743,_orig_mod.model.layers.14.self_attn.v_proj,0,36.75,4096,49,4096,1,0.5710778995104115,0.2118,173.5,success,0.460205078125,,46,0.2117919921875,0.06695556640625
206,Linear,0.02727211892195114,4096,4096,1.0,5.30311303893464,-4.091268848396841,-0.9716234147361544,True,0.1692,LAYER_TYPE.DENSE,-3.6070925660533413,1.601,-0.7715,_orig_mod.model.layers.14.self_attn.o_proj,0,39.88,4096,82,4096,1,0.4751993397621228,0.1692,235.6,success,0.411376953125,,40,0.169189453125,0.056488037109375
209,Linear,0.037918173641947356,4096,11008,2.6875,3.732122128005728,-0.13439648776387816,-0.9901075657195552,True,0.9204,LAYER_TYPE.DENSE,0.3799201365066916,2.205,-0.036,_orig_mod.model.layers.14.mlp.gate_proj,0,160.6,4096,106,4096,1,0.26536715971654073,0.9204,174.5,success,0.95947265625,,0,0.92041015625,0.1796875
210,Linear,0.038934286904932724,4096,11008,2.6875,4.046339686253257,-0.7680735122221453,-0.9925185419347814,True,0.646,LAYER_TYPE.DENSE,-0.11115718964296473,2.162,-0.1898,_orig_mod.model.layers.14.mlp.up_proj,0,145.5,4096,97,4096,1,0.30930893181315966,0.646,225.2,success,0.8037109375,,0,0.64599609375,0.164794921875
211,Linear,0.05419667192698846,4096,11008,2.6875,4.571312655387182,-1.9441471302940603,-1.0045734230109122,True,0.3755,LAYER_TYPE.DENSE,-1.1948940393128207,2.15,-0.4253,_orig_mod.model.layers.14.mlp.down_proj,0,141.1,4096,200,4096,1,0.25252993963616116,0.3755,375.8,success,0.61279296875,,0,0.37548828125,0.106201171875
217,Linear,0.03000444348242448,4096,4096,1.0,3.254276251644892,2.1054277506979893,-0.9201892554779957,True,4.434,LAYER_TYPE.DENSE,2.106775050739017,1.799,0.647,_orig_mod.model.layers.15.self_attn.q_proj,0,62.88,4096,105,4096,1,0.21999483584263962,4.434,14.18,success,2.10546875,,49,4.43359375,0.0970458984375
218,Linear,0.032630513463980715,4096,4096,1.0,3.2317481366332834,2.3969850681376745,-0.9129563268323171,True,5.52,LAYER_TYPE.DENSE,2.3993666173194814,1.821,0.7417,_orig_mod.model.layers.15.self_attn.k_proj,0,66.25,4096,95,4096,1,0.22897252754921296,5.52,12.0,success,2.349609375,,46,5.51953125,0.10528564453125
219,Linear,0.03999256558606859,4096,4096,1.0,5.504774551045937,-3.6125082991238964,-0.9668014623057021,True,0.2207,LAYER_TYPE.DENSE,-3.446292681411215,1.584,-0.6562,_orig_mod.model.layers.15.self_attn.v_proj,0,38.4,4096,45,4096,1,0.6715321412966541,0.2207,174.0,success,0.4697265625,,44,0.220703125,0.06964111328125
220,Linear,0.033478051292489874,4096,4096,1.0,6.107261761059159,-4.341881408252996,-0.9732307322129718,True,0.1946,LAYER_TYPE.DENSE,-4.186071217158298,1.619,-0.711,_orig_mod.model.layers.15.self_attn.o_proj,0,41.56,4096,58,4096,1,0.6706163235255428,0.1946,213.6,success,0.441162109375,under-trained,39,0.194580078125,0.064453125
223,Linear,0.041140791953092726,4096,11008,2.6875,3.258415171650688,-0.0796008711214104,-0.9893039069811465,True,0.9453,LAYER_TYPE.DENSE,0.5839793753169228,2.205,-0.02443,_orig_mod.model.layers.15.mlp.gate_proj,0,160.0,4096,262,4096,1,0.139525355264234,0.9453,169.2,success,0.97216796875,,0,0.9453125,0.11614990234375
224,Linear,0.040606234202079095,4096,11008,2.6875,3.6118561470716,-0.5599435188941567,-0.9917148831963727,True,0.6997,LAYER_TYPE.DENSE,0.16392376155825017,2.166,-0.155,_orig_mod.model.layers.15.mlp.up_proj,0,146.2,4096,181,4096,1,0.19413773849579985,0.6997,209.0,success,0.83642578125,,0,0.69970703125,0.12744140625
225,Linear,0.04659829164125562,4096,11008,2.6875,4.869628640844805,-2.0924185566130022,-1.0045734230109122,True,0.3718,LAYER_TYPE.DENSE,-1.4067884698292363,2.146,-0.4297,_orig_mod.model.layers.15.mlp.down_proj,0,140.4,4096,146,4096,1,0.3202527449867538,0.3718,377.5,success,0.60986328125,,0,0.371826171875,0.1171875
231,Linear,0.0251858307414575,4096,4096,1.0,3.237093446019481,1.684932428445687,-0.9242075491700393,True,3.316,LAYER_TYPE.DENSE,1.6937683918266007,1.789,0.5205,_orig_mod.model.layers.16.self_attn.q_proj,0,61.53,4096,83,4096,1,0.24555290663011461,3.316,18.55,success,1.8212890625,,54,3.31640625,0.1107177734375
232,Linear,0.033946928892206796,4096,4096,1.0,2.914334934007883,2.621193822481699,-0.892864858372099,True,7.934,LAYER_TYPE.DENSE,2.6239130735173526,1.839,0.8994,_orig_mod.model.layers.16.self_attn.k_proj,0,69.06,4096,131,4096,1,0.16725621976506275,7.934,8.7,success,2.81640625,,51,7.93359375,0.08685302734375
233,Linear,0.05644608631583442,4096,4096,1.0,4.322117953405572,-3.2057115093862616,-0.9627831686136584,True,0.1813,LAYER_TYPE.DENSE,-2.402488672843234,1.586,-0.7417,_orig_mod.model.layers.16.self_attn.v_proj,0,38.53,4096,96,4096,1,0.339062243799283,0.1813,212.5,success,0.42578125,,46,0.1812744140625,0.0582275390625
234,Linear,0.04379168146781276,4096,4096,1.0,6.096018748506169,-4.911343229997646,-0.9700160972593369,True,0.1564,LAYER_TYPE.DENSE,-4.279320115655534,1.62,-0.8057,_orig_mod.model.layers.16.self_attn.o_proj,0,41.72,4096,39,4096,1,0.8266834034916808,0.1564,266.8,success,0.3955078125,under-trained,42,0.1563720703125,0.07586669921875
237,Linear,0.03928911612310243,4096,11008,2.6875,3.1660806643519726,-0.08304584750398317,-0.9901075657195552,True,0.9414,LAYER_TYPE.DENSE,0.6136045205011622,2.201,-0.02623,_orig_mod.model.layers.16.mlp.gate_proj,0,159.1,4096,342,4096,1,0.11712822788501441,0.9414,169.0,success,0.97021484375,,0,0.94140625,0.09967041015625
238,Linear,0.03375603470483174,4096,11008,2.6875,4.08685904555716,-0.6300906951341179,-0.9925185419347814,True,0.701,LAYER_TYPE.DENSE,-0.05869679351220857,2.158,-0.1542,_orig_mod.model.layers.16.mlp.up_proj,0,143.9,4096,72,4096,1,0.3637898272800837,0.701,205.2,success,0.83740234375,,0,0.701171875,0.18310546875
239,Linear,0.05056569586620496,4096,11008,2.6875,5.236489799381753,-2.340823443034177,-1.0061807404877299,True,0.3572,LAYER_TYPE.DENSE,-1.7691508218202254,2.137,-0.447,_orig_mod.model.layers.16.mlp.down_proj,0,137.0,4096,108,4096,1,0.4076564210153598,0.3572,383.5,success,0.59765625,,0,0.357177734375,0.1220703125
245,Linear,0.020071446060718423,4096,4096,1.0,3.3591589759687888,1.88132585226377,-0.925011207908448,True,3.633,LAYER_TYPE.DENSE,1.8849811936153398,1.773,0.56,_orig_mod.model.layers.17.self_attn.q_proj,0,59.3,4096,83,4096,1,0.25895133919524976,3.633,16.33,success,1.90625,,52,3.6328125,0.10400390625
246,Linear,0.021165445105969072,4096,4096,1.0,3.5016224015642163,1.6465148304230177,-0.9322441365541266,True,2.953,LAYER_TYPE.DENSE,1.65089412055327,1.78,0.4702,_orig_mod.model.layers.17.self_attn.k_proj,0,60.25,4096,69,4096,1,0.30115994691077885,2.953,20.4,success,1.71875,,50,2.953125,0.1158447265625
247,Linear,0.04338261266495552,4096,4096,1.0,5.073390998370131,-3.730725997824911,-0.9668014623057021,True,0.184,LAYER_TYPE.DENSE,-3.2049120469882144,1.591,-0.7354,_orig_mod.model.layers.17.self_attn.v_proj,0,39.0,4096,59,4096,1,0.5303103380768983,0.184,212.0,success,0.428955078125,,44,0.1839599609375,0.06658935546875
248,Linear,0.045426355204867486,4096,4096,1.0,6.433859352951628,-5.6139192693967574,-0.9740343909513806,True,0.1342,LAYER_TYPE.DENSE,-4.902368273988406,1.642,-0.8726,_orig_mod.model.layers.17.self_attn.o_proj,0,43.78,4096,57,4096,1,0.7197322536724954,0.1342,326.2,success,0.3662109375,under-trained,40,0.1341552734375,0.06707763671875
251,Linear,0.0327874832225542,4096,11008,2.6875,3.9120730286219345,0.03611456577020676,-0.9893039069811465,True,1.021,LAYER_TYPE.DENSE,0.434057893790139,2.205,0.00923,_orig_mod.model.layers.17.mlp.gate_proj,0,160.2,4096,67,4096,1,0.3557663438317246,1.021,156.9,success,1.0107421875,,0,1.021484375,0.2210693359375
252,Linear,0.03643417430778115,4096,11008,2.6875,4.195954994580463,-0.6018368064736381,-0.9925185419347814,True,0.7188,LAYER_TYPE.DENSE,-0.0779862265656257,2.16,-0.1434,_orig_mod.model.layers.17.mlp.up_proj,0,144.6,4096,60,4096,1,0.4125960156412849,0.7188,201.2,success,0.84765625,,0,0.71875,0.198974609375
253,Linear,0.041060120501977604,4096,11008,2.6875,4.62247835762267,-2.026848420481034,-1.0077880579645473,True,0.3643,LAYER_TYPE.DENSE,-1.3643200661290114,2.145,-0.4385,_orig_mod.model.layers.17.mlp.down_proj,0,139.8,4096,249,4096,1,0.22956523822255684,0.3643,383.8,success,0.603515625,,0,0.3642578125,0.092529296875
259,Linear,0.025913309434940413,4096,4096,1.0,3.3427751451431327,0.9099595426842267,-0.9314404778157179,True,1.872,LAYER_TYPE.DENSE,0.9953710183692288,1.781,0.2722,_orig_mod.model.layers.18.self_attn.q_proj,0,60.38,4096,67,4096,1,0.28621553773389885,1.872,32.25,success,1.3681640625,,52,1.8720703125,0.1246337890625
260,Linear,0.02493859052082098,4096,4096,1.0,3.1469315911736517,1.6779537585750135,-0.9234038904316306,True,3.414,LAYER_TYPE.DENSE,1.6992596298325529,1.803,0.533,_orig_mod.model.layers.18.self_attn.k_proj,0,63.56,4096,73,4096,1,0.2512793363825782,3.414,18.62,success,1.84765625,,48,3.4140625,0.1190185546875
261,Linear,0.05557446028305879,4096,4096,1.0,3.853060350475361,-2.743047847164588,-0.9643904860904758,True,0.1942,LAYER_TYPE.DENSE,-1.8150632167011744,1.61,-0.712,_orig_mod.model.layers.18.self_attn.v_proj,0,40.75,4096,134,4096,1,0.24646687530537534,0.1942,209.9,success,0.440673828125,,41,0.1942138671875,0.052825927734375
262,Linear,0.03570670218786018,4096,4096,1.0,5.043513305566997,-3.371371931309189,-0.9732307322129718,True,0.2145,LAYER_TYPE.DENSE,-2.8904381590109054,1.679,-0.6685,_orig_mod.model.layers.18.self_attn.o_proj,0,47.7,4096,61,4096,1,0.517718827611949,0.2145,222.4,success,0.463134765625,,35,0.2144775390625,0.07330322265625
265,Linear,0.03623125379306108,4096,11008,2.6875,3.548220987682522,-0.15419515034362524,-0.9893039069811465,True,0.905,LAYER_TYPE.DENSE,0.4630572072659092,2.207,-0.04346,_orig_mod.model.layers.18.mlp.gate_proj,0,161.1,4096,156,4096,1,0.20402096112248896,0.905,178.1,success,0.951171875,,0,0.90478515625,0.1536865234375
266,Linear,0.03876611994592194,4096,11008,2.6875,3.78783721242416,-0.5784404727469024,-0.9917148831963727,True,0.7036,LAYER_TYPE.DENSE,0.07823751236770532,2.166,-0.1527,_orig_mod.model.layers.18.mlp.up_proj,0,146.6,4096,130,4096,1,0.24450949836791638,0.7036,208.4,success,0.8388671875,,0,0.70361328125,0.1474609375
267,Linear,0.03903887874966894,4096,11008,2.6875,4.791827095143763,-2.0180424167780737,-1.0093953754413647,True,0.3792,LAYER_TYPE.DENSE,-1.4873273832606972,2.158,-0.4211,_orig_mod.model.layers.18.mlp.down_proj,0,144.0,4096,241,4096,1,0.24425305495030683,0.3792,379.8,success,0.61572265625,,0,0.379150390625,0.09326171875
273,Linear,0.019866833717009258,4096,4096,1.0,2.595290963534416,2.381128769766195,-0.8695587549582457,True,8.266,LAYER_TYPE.DENSE,2.430306969436903,1.887,0.9175,_orig_mod.model.layers.19.self_attn.q_proj,0,77.0,4096,146,4096,1,0.13202721954552282,8.266,9.31,success,2.875,,50,8.265625,0.08685302734375
274,Linear,0.012430140396168854,4096,4096,1.0,2.606482878602641,1.7843207987309095,-0.8976868108025513,True,4.836,LAYER_TYPE.DENSE,1.8817722117378797,1.874,0.6846,_orig_mod.model.layers.19.self_attn.k_proj,0,74.75,4096,120,4096,1,0.14665115180941665,4.836,15.46,success,2.19921875,,48,4.8359375,0.1007080078125
275,Linear,0.03516476480544384,4096,4096,1.0,3.273614788952818,-1.2316016576602276,-0.9571575574447972,True,0.4204,LAYER_TYPE.DENSE,-0.665746407821171,1.659,-0.3762,_orig_mod.model.layers.19.self_attn.v_proj,0,45.66,4096,181,4096,1,0.1689964563449616,0.4204,108.6,success,0.6484375,,43,0.42041015625,0.05072021484375
276,Linear,0.01991309760262272,4096,4096,1.0,3.7119476608778172,-1.3394186139593296,-0.9676051210441108,True,0.4358,LAYER_TYPE.DENSE,-0.9129258276265368,1.715,-0.3608,_orig_mod.model.layers.19.self_attn.o_proj,0,51.84,4096,172,4096,1,0.20678407055035927,0.4358,118.94,success,0.66015625,,36,0.435791015625,0.054718017578125
279,Linear,0.04001286038670154,4096,11008,2.6875,3.2472542910067284,-0.08076514426179454,-0.9893039069811465,True,0.9443,LAYER_TYPE.DENSE,0.6052057695178648,2.207,-0.02487,_orig_mod.model.layers.19.mlp.gate_proj,0,161.2,4096,265,4096,1,0.13804773372495763,0.9443,170.8,success,0.9716796875,,0,0.9443359375,0.1168212890625
280,Linear,0.03953447580449998,4096,11008,2.6875,3.5314382242370574,-0.49833283535376444,-0.9917148831963727,True,0.7227,LAYER_TYPE.DENSE,0.21832664730283308,2.168,-0.1411,_orig_mod.model.layers.19.mlp.up_proj,0,147.2,4096,198,4096,1,0.17990148093910502,0.7227,203.8,success,0.85009765625,,0,0.72265625,0.12237548828125
281,Linear,0.030584103615001634,4096,11008,2.6875,5.158591009289596,-2.169983473878412,-1.0110026929181821,True,0.3796,LAYER_TYPE.DENSE,-1.7535865150687695,2.164,-0.4207,_orig_mod.model.layers.19.mlp.down_proj,0,146.0,4096,215,4096,1,0.2836135528508308,0.3796,384.5,success,0.6162109375,,0,0.379638671875,0.096435546875
287,Linear,0.016178144730286337,4096,4096,1.0,2.8812703260370087,0.9151691147886104,-0.9226002316932219,True,2.078,LAYER_TYPE.DENSE,1.08060519684238,1.812,0.3176,_orig_mod.model.layers.20.self_attn.q_proj,0,64.8,4096,97,4096,1,0.191014061112135,2.078,31.19,success,1.44140625,,51,2.078125,0.1092529296875
288,Linear,0.01376147457396526,4096,4096,1.0,2.7871416988428175,0.9880199576952566,-0.9209929142164044,True,2.262,LAYER_TYPE.DENSE,1.1853824745587556,1.831,0.3545,_orig_mod.model.layers.20.self_attn.k_proj,0,67.8,4096,94,4096,1,0.1843295918261516,2.262,29.98,success,1.50390625,,48,2.26171875,0.112548828125
289,Linear,0.04190342030961497,4096,4096,1.0,3.34503900180395,-1.814618325685639,-0.9603721923984322,True,0.2869,LAYER_TYPE.DENSE,-0.9058418300916167,1.673,-0.5425,_orig_mod.model.layers.20.self_attn.v_proj,0,47.1,4096,158,4096,1,0.18656128595613156,0.2869,164.1,success,0.53564453125,,39,0.286865234375,0.055511474609375
290,Linear,0.015945605664552276,4096,4096,1.0,4.060333299607953,-1.7724306493405808,-0.9716234147361544,True,0.366,LAYER_TYPE.DENSE,-1.4050625045133693,1.718,-0.4365,_orig_mod.model.layers.20.self_attn.o_proj,0,52.22,4096,110,4096,1,0.29179133117987055,0.366,142.6,success,0.60498046875,,34,0.365966796875,0.0648193359375
293,Linear,0.036393919804859565,4096,11008,2.6875,3.3994796666308145,-0.09684491787108963,-0.9885002482427377,True,0.9365,LAYER_TYPE.DENSE,0.5873664741427032,2.21,-0.02849,_orig_mod.model.layers.20.mlp.gate_proj,0,162.6,4096,157,4096,1,0.19149932514847953,0.9365,173.6,success,0.9677734375,,0,0.9365234375,0.154296875
294,Linear,0.035154623756607856,4096,11008,2.6875,3.533245737618543,-0.45847658924420304,-0.990911224457964,True,0.7417,LAYER_TYPE.DENSE,0.2829733694880151,2.174,-0.1298,_orig_mod.model.layers.20.mlp.up_proj,0,149.4,4096,160,4096,1,0.20027066009469716,0.7417,201.4,success,0.861328125,,0,0.74169921875,0.1373291015625
295,Linear,0.018466003725197244,4096,11008,2.6875,5.956415312646455,-2.488141259750509,-1.0126100103949995,True,0.382,LAYER_TYPE.DENSE,-2.2798382222068523,2.172,-0.4177,_orig_mod.model.layers.20.mlp.down_proj,0,148.8,4096,123,4096,1,0.4469049184213996,0.382,389.2,success,0.6181640625,,0,0.382080078125,0.110107421875
301,Linear,0.025351756356484734,4096,4096,1.0,2.7831249347633316,1.3582682481913817,-0.9081343744018647,True,3.076,LAYER_TYPE.DENSE,1.5148961965244054,1.814,0.488,_orig_mod.model.layers.21.self_attn.q_proj,0,65.25,4096,97,4096,1,0.18104890644660834,3.076,21.22,success,1.75390625,,49,3.076171875,0.10797119140625
302,Linear,0.01894491448519231,4096,4096,1.0,2.496970370495906,2.283606203095133,-0.8647368025277934,True,8.21,LAYER_TYPE.DENSE,2.3790406523275025,1.894,0.9146,_orig_mod.model.layers.21.self_attn.k_proj,0,78.2,4096,238,4096,1,0.09703417682027095,8.21,9.52,success,2.865234375,,46,8.2109375,0.05712890625
303,Linear,0.051455509113781606,4096,4096,1.0,3.3162590866125643,-2.035418785093747,-0.9611758511368409,True,0.2434,LAYER_TYPE.DENSE,-1.0350628592050959,1.6455,-0.614,_orig_mod.model.layers.21.self_attn.v_proj,0,44.22,4096,187,4096,1,0.16938163971736633,0.2434,181.6,success,0.493408203125,,41,0.243408203125,0.0479736328125
304,Linear,0.026037566820788532,4096,4096,1.0,5.115086208667675,-3.072048846025996,-0.9764453671666068,True,0.251,LAYER_TYPE.DENSE,-2.7381121233557577,1.721,-0.6006,_orig_mod.model.layers.21.self_attn.o_proj,0,52.6,4096,72,4096,1,0.48496756055269225,0.251,209.5,success,0.5009765625,,32,0.2509765625,0.07318115234375
307,Linear,0.03520188595643775,4096,11008,2.6875,3.3461112421672357,-0.06606854167731328,-0.9885002482427377,True,0.9556,LAYER_TYPE.DENSE,0.6435922534677926,2.219,-0.01974,_orig_mod.model.layers.21.mlp.gate_proj,0,165.5,4096,159,4096,1,0.1860587240871891,0.9556,173.2,success,0.9775390625,,0,0.95556640625,0.155517578125
308,Linear,0.03613285326532184,4096,11008,2.6875,3.2948509630173577,-0.3995891640329278,-0.9917148831963727,True,0.7563,LAYER_TYPE.DENSE,0.4406512552391981,2.186,-0.1213,_orig_mod.model.layers.21.mlp.up_proj,0,153.2,4096,231,4096,1,0.15099010807973287,0.7563,202.6,success,0.86962890625,,0,0.75634765625,0.11651611328125
309,Linear,0.02154693681188702,4096,11008,2.6875,6.551147290220307,-2.7733616702251007,-1.0134136691334084,True,0.3772,LAYER_TYPE.DENSE,-2.6360549721495805,2.188,-0.4233,_orig_mod.model.layers.21.mlp.down_proj,0,154.1,4096,85,4096,1,0.6021064615431418,0.3772,408.5,success,0.6142578125,under-trained,0,0.377197265625,0.1212158203125
315,Linear,0.01974501383766869,4096,4096,1.0,2.366363757928865,1.9896867144304229,-0.868755096219837,True,6.934,LAYER_TYPE.DENSE,2.1283199565029407,1.9375,0.841,_orig_mod.model.layers.22.self_attn.q_proj,0,86.7,4096,174,4096,1,0.1035837691702991,6.934,12.5,success,2.6328125,,48,6.93359375,0.08343505859375
316,Linear,0.014530424630260774,4096,4096,1.0,2.2941527381779965,2.2851912040444886,-0.8510746039748449,True,9.914,LAYER_TYPE.DENSE,2.3958401537549063,1.979,0.996,_orig_mod.model.layers.22.self_attn.k_proj,0,95.2,4096,201,4096,1,0.09128249601252501,9.914,9.6,success,3.1484375,,47,9.9140625,0.073974609375
317,Linear,0.039639058694439844,4096,4096,1.0,2.6892047821034764,-1.0544098828267048,-0.9539429224911624,True,0.4055,LAYER_TYPE.DENSE,-0.08068404176166412,1.708,-0.392,_orig_mod.model.layers.22.self_attn.v_proj,0,51.06,4096,361,4096,1,0.08890551484755138,0.4055,125.94,success,0.63671875,,39,0.405517578125,0.034881591796875
318,Linear,0.02491117481891747,4096,4096,1.0,3.3300765938154564,-1.3032501904018985,-0.9692124385209282,True,0.406,LAYER_TYPE.DENSE,-0.6326855048309777,1.765,-0.3914,_orig_mod.model.layers.22.self_attn.o_proj,0,58.2,4096,223,4096,1,0.15603346963375855,0.406,143.4,success,0.63720703125,,31,0.406005859375,0.05242919921875
321,Linear,0.0391410480466039,4096,11008,2.6875,2.9092465159265526,-0.09411014730475298,-0.9885002482427377,True,0.928,LAYER_TYPE.DENSE,0.8214699013959189,2.227,-0.03235,_orig_mod.model.layers.22.mlp.gate_proj,0,168.1,4096,440,4096,1,0.09101975632917285,0.928,181.1,success,0.96337890625,,0,0.92822265625,0.088134765625
322,Linear,0.03819418596388108,4096,11008,2.6875,3.225818522633142,-0.31561200511358195,-0.990911224457964,True,0.7983,LAYER_TYPE.DENSE,0.5199370716795817,2.195,-0.09784,_orig_mod.model.layers.22.mlp.up_proj,0,157.0,4096,254,4096,1,0.13966027532102046,0.7983,196.6,success,0.8935546875,,0,0.79833984375,0.113037109375
323,Linear,0.020163371521877638,4096,11008,2.6875,6.350861969885896,-2.6746183833137622,-1.0126100103949995,True,0.3792,LAYER_TYPE.DENSE,-2.4808994592371114,2.203,-0.4211,_orig_mod.model.layers.22.mlp.down_proj,0,159.5,4096,107,4096,1,0.5172873514135454,0.3792,420.8,success,0.61572265625,under-trained,0,0.379150390625,0.11968994140625
329,Linear,0.01824382695986848,4096,4096,1.0,2.6613495941553724,1.8010891296383527,-0.8936685171105077,True,4.75,LAYER_TYPE.DENSE,1.8793294064513892,1.882,0.677,_orig_mod.model.layers.23.self_attn.q_proj,0,76.25,4096,91,4096,1,0.17415675880471898,4.75,16.05,success,2.1796875,,47,4.75,0.1375732421875
330,Linear,0.019517833089617992,4096,4096,1.0,2.320640838370154,2.2061951720247506,-0.8510746039748449,True,8.93,LAYER_TYPE.DENSE,2.396773018782477,1.991,0.9507,_orig_mod.model.layers.23.self_attn.k_proj,0,97.94,4096,142,4096,1,0.11082571725655439,8.93,10.97,success,2.98828125,,43,8.9296875,0.10430908203125
331,Linear,0.05177349229815026,4096,4096,1.0,2.5227018222246103,-1.18005290316952,-0.9483173113223012,True,0.3406,LAYER_TYPE.DENSE,0.07372999807035428,1.708,-0.4678,_orig_mod.model.layers.23.self_attn.v_proj,0,51.03,4096,432,4096,1,0.07326102557974269,0.3406,149.9,success,0.58349609375,,42,0.340576171875,0.030517578125
332,Linear,0.01721462784457345,4096,4096,1.0,3.363649368583623,-1.0248619169903226,-0.9635868273520671,True,0.4958,LAYER_TYPE.DENSE,-0.4921168177656743,1.778,-0.3047,_orig_mod.model.layers.23.self_attn.o_proj,0,60.03,4096,197,4096,1,0.16840304471736844,0.4958,121.06,success,0.7041015625,,35,0.495849609375,0.0606689453125
335,Linear,0.036787161031556104,4096,11008,2.6875,2.8406473035983617,-0.05608822038049744,-0.9885002482427377,True,0.9556,LAYER_TYPE.DENSE,0.8936964848252941,2.234,-0.01974,_orig_mod.model.layers.23.mlp.gate_proj,0,171.5,4096,468,4096,1,0.0850839517072875,0.9556,179.5,success,0.9775390625,,0,0.95556640625,0.0849609375
336,Linear,0.03725164385615959,4096,11008,2.6875,2.917804021282199,-0.26837955688917686,-0.990911224457964,True,0.809,LAYER_TYPE.DENSE,0.7144817533656196,2.207,-0.092,_orig_mod.model.layers.23.mlp.up_proj,0,161.1,4096,481,4096,1,0.08744433648592673,0.809,199.1,success,0.8994140625,,0,0.80908203125,0.0791015625
337,Linear,0.02375029009910301,4096,11008,2.6875,6.437645582808182,-2.5885747741418643,-1.0134136691334084,True,0.3962,LAYER_TYPE.DENSE,-2.4164101263727678,2.217,-0.402,_orig_mod.model.layers.23.mlp.down_proj,0,164.9,4096,114,4096,1,0.5092821701268014,0.3962,416.0,success,0.62939453125,under-trained,0,0.396240234375,0.1234130859375
343,Linear,0.02114366109985999,4096,4096,1.0,2.66132868397193,1.7516948564424617,-0.9009014457561862,True,4.55,LAYER_TYPE.DENSE,1.820074898190526,1.866,0.658,_orig_mod.model.layers.24.self_attn.q_proj,0,73.44,4096,92,4096,1,0.17320548854730905,4.55,16.14,success,2.1328125,,45,4.55078125,0.12408447265625
344,Linear,0.0178335071763574,4096,4096,1.0,2.3930325922056186,2.072871005162484,-0.8792026598191505,True,7.348,LAYER_TYPE.DENSE,2.170363447284231,1.924,0.866,_orig_mod.model.layers.24.self_attn.k_proj,0,83.9,4096,270,4096,1,0.08477726378787917,7.348,11.414,success,2.7109375,,42,7.34765625,0.05615234375
345,Linear,0.043176029746352595,4096,4096,1.0,2.9519287879040004,-1.318134217059672,-0.9571575574447972,True,0.3577,LAYER_TYPE.DENSE,-0.3007435817380827,1.729,-0.4465,_orig_mod.model.layers.24.self_attn.v_proj,0,53.53,4096,235,4096,1,0.12732979449509577,0.3577,149.6,success,0.59814453125,,36,0.357666015625,0.04931640625
346,Linear,0.01779823487605381,4096,4096,1.0,3.5259897892162098,-0.965859507690573,-0.9708197559977457,True,0.532,LAYER_TYPE.DENSE,-0.5220200319068983,1.797,-0.274,_orig_mod.model.layers.24.self_attn.o_proj,0,62.6,4096,223,4096,1,0.16915278755942378,0.532,117.6,success,0.7294921875,,30,0.5322265625,0.0560302734375
349,Linear,0.0348820906462845,4096,11008,2.6875,2.8473897416181964,-0.08498373923652942,-0.9893039069811465,True,0.9336,LAYER_TYPE.DENSE,0.9038862183001077,2.242,-0.02985,_orig_mod.model.layers.24.mlp.gate_proj,0,174.4,4096,477,4096,1,0.08458616558056611,0.9336,186.8,success,0.96630859375,,0,0.93359375,0.084716796875
350,Linear,0.03392148655961846,4096,11008,2.6875,2.924124307557943,-0.2380848282643003,-0.9917148831963727,True,0.829,LAYER_TYPE.DENSE,0.7415320357864952,2.217,-0.0814,_orig_mod.model.layers.24.mlp.up_proj,0,164.8,4096,465,4096,1,0.08922912816922189,0.829,198.8,success,0.91064453125,,0,0.8291015625,0.08160400390625
351,Linear,0.025901122603238846,4096,11008,2.6875,7.272295206405025,-2.9135342855738884,-1.0126100103949995,True,0.3975,LAYER_TYPE.DENSE,-2.787647402748291,2.23,-0.4006,_orig_mod.model.layers.24.mlp.down_proj,0,170.1,4096,39,4096,1,1.0043710515221347,0.3975,428.0,success,0.63037109375,under-trained,0,0.3974609375,0.162109375
357,Linear,0.024581722572087017,4096,4096,1.0,2.300540927359801,1.6568837245389194,-0.889650223418464,True,5.25,LAYER_TYPE.DENSE,1.8365982528047486,1.907,0.72,_orig_mod.model.layers.25.self_attn.q_proj,0,80.75,4096,358,4096,1,0.06873572383492756,5.25,15.38,success,2.291015625,,44,5.25,0.04327392578125
358,Linear,0.01201716910151207,4096,4096,1.0,2.255701837976739,2.0177957847526296,-0.8575038738821148,True,7.844,LAYER_TYPE.DENSE,2.2659039838481227,1.998,0.8945,_orig_mod.model.layers.25.self_attn.k_proj,0,99.5,4096,444,4096,1,0.059592971989836534,7.844,12.69,success,2.80078125,,41,7.84375,0.03863525390625
